reference,date,amount,fee,terminal_type,terminal_id,location,net_amount
010812997,2024-10-27T10:52:52,500,0,TELEVINTI4,0009718182,,500
010813900,2024-10-27T15:06:13,1000,20,ATM,0000004103,Praia,980
010816126,2024-10-27T15:46:02,150,0,TELEVINTI4,0009865066,,150
010822069,2024-10-27T18:58:21,500,10,ATM,0000000306,Sal,490
010832648,2024-10-27T13:56:00,150,0,TELEVINTI4,0009701239,,150
010835017,2024-10-27T15:06:15,200,4,ATM,0000000601,Ribeira Grande,196
010845327,2024-10-27T18:00:54,500,0,TELEVINTI4,0009738757,,500
010853666,2024-10-27T17:48:46,200,4,ATM,0000000310,Sal,196
010858145,2024-10-27T18:27:14,510,10,ATM,0000100401,Praia,500
010858351,2024-10-27T19:34:18,500,0,TELEVINTI4,0009716379,,500
010861545,2024-10-27T14:26:02,500,0,TELEVINTI4,0009986789,,500
010861617,2024-10-27T19:34:40,150,0,TELEVINTI4,0009973337,,150
010864402,2024-10-27T11:06:55,1150,0,TELEVINTI4,0009926764,,1150
010866340,2024-10-27T10:31:35,200,4,ATM,0000000602,Sal,196
010867006,2024-10-27T14:21:51,500,10,ATM,0000120004,Sal,490
010871529,2024-10-27T21:43:44,200,4,ATM,0000000901,Sao Vicente,196
010872167,2024-10-27T02:22:42,500,10,ATM,0000000306,Sao Vicente,490
010873033,2024-10-27T19:27:12,150,0,TELEVINTI4,0009707344,,150
010875002,2024-10-27T13:58:09,500,0,TELEVINTI4,0009978338,,500
010875244,2024-10-27T17:01:02,500,0,TELEVINTI4,0009736990,,500
010875600,2024-10-27T14:46:57,150,3,ATM,0000003704,Sao Vicente,147
010876537,2024-10-27T18:51:17,1000,20,ATM,0000003703,Sao Vicente,980
010880673,2024-10-27T20:18:05,50,0,TELEVINTI4,0009564459,,50
010880840,2024-10-27T16:12:47,250,0,TELEVINTI4,0005973956,,250
010881745,2024-10-27T13:33:43,500,0,TELEVINTI4,0009999469,,500
010883122,2024-10-27T16:31:15,250,0,TELEVINTI4,0005978591,,250
010885224,2024-10-27T10:31:47,100,2,ATM,0000120002,Sal,98
010885860,2024-10-27T12:24:09,200,4,ATM,0000001810,Praia,196
010888111,2024-10-27T18:32:12,120,2,ATM,0000002301,Praia,118
010888222,2024-10-27T16:42:40,250,0,TELEVINTI4,0005867148,,250
010888899,2024-10-27T12:40:51,500,0,TELEVINTI4,0005909590,,500
010890172,2024-10-27T14:14:58,610,0,TELEVINTI4,0005988960,,610
010890590,2024-10-27T13:44:52,250,0,TELEVINTI4,0009888711,,250
010891622,2024-10-27T17:08:17,500,0,TELEVINTI4,0009588040,,500
010894978,2024-10-27T18:32:03,150,0,TELEVINTI4,0009745555,,150
010895176,2024-10-27T18:58:09,100,2,ATM,0000120002,Sal,98
010895739,2024-10-27T17:55:20,500,10,ATM,0000100301,Praia,490
010895871,2024-10-27T11:44:21,500,10,ATM,0000000305,Sal,490
010895993,2024-10-27T11:11:30,300,0,TELEVINTI4,0005997222,,300
010898886,2024-10-27T17:55:34,1000,0,TELEVINTI4,0009762291,,1000
010899290,2024-10-27T14:47:09,500,10,ATM,0000100101,Praia,490
010899540,2024-10-27T14:05:56,500,0,TELEVINTI4,0005989241,,500
010899590,2024-10-27T18:04:48,500,0,TELEVINTI4,0009867784,,500
010900213,2024-10-27T18:00:58,500,0,TELEVINTI4,0009820579,,500
010901247,2024-10-27T15:00:41,150,3,ATM,0000001814,Praia,147
010901499,2024-10-27T10:23:49,200,4,ATM,0000000401,Praia,196
010901639,2024-10-27T00:03:16,200,0,TELEVINTI4,0009524465,,200
010901692,2024-10-27T16:13:38,250,5,ATM,0000000305,Sal,245
010902090,2024-10-27T14:38:56,250,0,TELEVINTI4,0005839571,,250
010902123,2024-10-27T09:25:30,50,1,ATM,0000003703,Sao Vicente,49
010902547,2024-10-27T15:47:00,1000,0,TELEVINTI4,0009916869,,1000
010902701,2024-10-27T18:00:58,500,10,ATM,0000003801,Praia,490
010902772,2024-10-27T15:42:15,1000,0,TELEVINTI4,0009727694,,1000
010902787,2024-10-27T15:46:12,500,0,TELEVINTI4,0005806843,,500
010903049,2024-10-27T16:55:50,1000,20,ATM,0000000308,Sal,980
010903302,2024-10-27T09:43:43,250,0,TELEVINTI4,0009858562,,250
010903576,2024-10-27T12:24:17,250,0,TELEVINTI4,0005999962,,250
010903710,2024-10-27T09:25:47,700,14,ATM,0000000701,Boa Vista,686
010903940,2024-10-27T10:23:51,400,8,ATM,0000000601,Sal,392
010903967,2024-10-27T15:01:00,1000,0,TELEVINTI4,0009893012,,1000
010904743,2024-10-27T22:28:37,250,5,ATM,0000003804,Sal,245
010904803,2024-10-27T21:28:42,50,0,TELEVINTI4,0009568594,,50
010904879,2024-10-27T12:42:27,500,0,TELEVINTI4,0009720122,,500
010905055,2024-10-27T13:27:32,150,0,TELEVINTI4,0009742492,,150
010905225,2024-10-27T17:25:06,250,0,TELEVINTI4,0009961396,,250
010905241,2024-10-27T13:33:48,150,0,TELEVINTI4,0009950442,,150
010906365,2024-10-27T09:43:52,300,0,TELEVINTI4,0009911920,,300
010906512,2024-10-27T11:58:56,200,0,TELEVINTI4,0009831220,,200
010906583,2024-10-27T17:35:31,250,0,TELEVINTI4,0009949105,,250
010906813,2024-10-27T06:16:50,200,4,ATM,0000120001,Sal,196
010907020,2024-10-27T10:41:33,500,0,TELEVINTI4,0005931092,,500
010907313,2024-10-27T22:28:41,1000,20,ATM,0000000213,Sao Vicente,980
010907946,2024-10-27T17:15:50,500,0,TELEVINTI4,0009524007,,500
010907964,2024-10-27T10:54:13,500,0,TELEVINTI4,0009920862,,500
010908753,2024-10-27T11:46:23,500,0,TELEVINTI4,0009878447,,500
010909272,2024-10-27T13:12:40,250,0,TELEVINTI4,0009835369,,250
010909680,2024-10-27T19:01:06,250,0,TELEVINTI4,0005809121,,250
010909814,2024-10-27T11:45:27,150,0,TELEVINTI4,0005979641,,150
010910169,2024-10-27T15:06:33,150,0,TELEVINTI4,0009915093,,150
010910459,2024-10-27T19:49:53,250,0,TELEVINTI4,0005980476,,250
010910523,2024-10-27T00:05:05,500,10,ATM,0000000305,Sao Vicente,490
010910581,2024-10-27T23:22:24,150,0,TELEVINTI4,0005971478,,150
010910808,2024-10-27T12:42:37,500,10,ATM,0000000307,Sao Vicente,490
010910940,2024-10-27T08:54:54,200,4,ATM,0000001809,Ribeira Grande,196
010911177,2024-10-27T10:24:24,250,5,ATM,0000120002,Sal,245
010911648,2024-10-27T21:29:15,200,4,ATM,0000000310,Sal,196
010911931,2024-10-27T12:24:38,500,0,TELEVINTI4,0009752243,,500
010912275,2024-10-27T19:13:41,250,0,TELEVINTI4,0009100147,,250
010912467,2024-10-27T16:46:11,150,0,TELEVINTI4,0005945724,,150
010912604,2024-10-27T14:16:02,65,0,TELEVINTI4,0009877084,,65
010912624,2024-10-27T18:23:14,190,0,TELEVINTI4,0009540459,,190
010912693,2024-10-27T18:22:46,100,0,TELEVINTI4,0009253072,,100
010912782,2024-10-27T18:33:37,1000,20,ATM,0000000701,Sal,980
010912996,2024-10-27T18:16:08,500,0,TELEVINTI4,0005966904,,500
010913646,2024-10-27T18:47:28,500,10,ATM,0000559411,Praia,490
010913740,2024-10-27T11:26:28,1000,20,ATM,0000000503,Tarrafal,980
010913895,2024-10-27T16:20:20,500,10,ATM,0000000503,Tarrafal,490
010914285,2024-10-27T10:13:55,250,0,TELEVINTI4,0009924159,,250
010914311,2024-10-27T15:20:10,1000,20,ATM,0000110202,Sao Vicente,980
010914663,2024-10-27T11:19:53,1000,0,TELEVINTI4,0005969607,,1000
010914919,2024-10-27T15:47:07,1000,20,ATM,0000004705,Praia,980
010915109,2024-10-27T14:09:12,1000,0,TELEVINTI4,0009972247,,1000
010915575,2024-10-27T16:42:54,1000,20,ATM,0000003703,Sao Vicente,980
010915743,2024-10-27T13:15:03,150,0,TELEVINTI4,0005993680,,150
010915877,2024-10-27T10:14:11,150,0,TELEVINTI4,0009588773,,150
010916059,2024-10-27T09:32:50,250,0,TELEVINTI4,0009843201,,250
010916866,2024-10-27T13:56:19,500,0,TELEVINTI4,0005857585,,500
010917062,2024-10-27T00:40:55,70,0,TELEVINTI4,0009878557,,70
010917242,2024-10-27T14:47:55,350,7,ATM,0000003704,Sao Vicente,343
010917542,2024-10-27T12:09:51,1000,0,TELEVINTI4,0005937022,,1000
010917742,2024-10-27T18:01:18,1000,20,ATM,0000001003,Praia,980
010918055,2024-10-27T17:01:37,1000,20,ATM,0000000310,Sal,980
010918275,2024-10-27T12:51:57,150,3,ATM,0000001902,Ribeira Brava,147
010918695,2024-10-27T16:51:26,200,0,TELEVINTI4,0009801255,,200
010918766,2024-10-27T22:28:48,500,0,TELEVINTI4,0009804557,,500
010918960,2024-10-27T09:44:36,250,0,TELEVINTI4,0009963481,,250
010919170,2024-10-27T14:39:23,1000,20,ATM,0000001501,Sal,980
010919899,2024-10-27T15:02:16,1000,20,ATM,0000100106,Praia,980
010919926,2024-10-27T10:54:21,150,0,TELEVINTI4,0005938297,,150
010920614,2024-10-27T17:41:39,250,0,TELEVINTI4,0009707289,,250
010920668,2024-10-27T10:42:18,100,0,TELEVINTI4,0009866148,,100
010920700,2024-10-27T11:06:57,200,4,ATM,0000001902,Ribeira Brava,196
010920746,2024-10-27T17:41:33,500,10,ATM,0000000503,Boa Vista,490
010920883,2024-10-27T20:19:53,250,0,TELEVINTI4,0009728826,,250
010920972,2024-10-27T17:01:47,300,6,ATM,0000000115,Praia,294
010921235,2024-10-27T20:07:25,250,0,TELEVINTI4,0009523215,,250
010921479,2024-10-27T12:42:54,50,0,TELEVINTI4,0009780050,,50
010921682,2024-10-27T13:00:03,500,0,TELEVINTI4,0009856648,,500
010922002,2024-10-27T12:00:45,250,5,ATM,0000004003,Tarrafal de Sao,245
010922079,2024-10-27T18:52:20,250,0,TELEVINTI4,0005948747,,250
010922305,2024-10-27T20:06:40,200,0,TELEVINTI4,0009563402,,200
010922349,2024-10-27T18:52:18,200,0,TELEVINTI4,0009958169,,200
010922366,2024-10-27T19:56:40,500,0,TELEVINTI4,0009516391,,500
010922911,2024-10-27T12:03:25,500,0,TELEVINTI4,0005857188,,500
010922985,2024-10-27T18:05:23,1000,20,ATM,0000001814,Praia,980
010923585,2024-10-27T15:35:47,100,0,TELEVINTI4,0009763768,,100
010923695,2024-10-27T10:18:08,250,0,TELEVINTI4,0005941387,,250
010923819,2024-10-27T18:01:54,200,4,ATM,0000000501,Sal,196
010923908,2024-10-27T20:41:28,1000,0,TELEVINTI4,0009516884,,1000
010923954,2024-10-27T19:50:03,200,0,TELEVINTI4,0009870610,,200
010924004,2024-10-27T13:38:43,111,0,TELEVINTI4,0009959677,,111
010924024,2024-10-27T12:04:19,250,0,TELEVINTI4,0009577705,,250
010924334,2024-10-27T14:31:30,1500,30,ATM,0000001810,Praia,1470
010924346,2024-10-27T13:38:59,250,0,TELEVINTI4,0009950394,,250
010924423,2024-10-27T14:31:23,1000,0,TELEVINTI4,0005950387,,1000
010924930,2024-10-27T02:29:00,200,4,ATM,0000000906,Sao Vicente,196
010924935,2024-10-27T17:16:03,150,0,TELEVINTI4,0009991282,,150
010925211,2024-10-27T11:07:05,200,4,ATM,0000004103,Praia,196
010925348,2024-10-27T11:56:10,250,0,TELEVINTI4,0009968768,,250
010925474,2024-10-27T13:04:01,250,5,ATM,0000000802,Ribeira Grande,245
010925736,2024-10-27T18:23:41,700,0,TELEVINTI4,0009823379,,700
010925896,2024-10-27T13:15:19,500,0,TELEVINTI4,0009951345,,500
010926129,2024-10-27T06:21:04,500,10,ATM,0000003201,Tarrafal de Sao,490
010926408,2024-10-27T11:56:12,150,0,TELEVINTI4,0005958031,,150
010926457,2024-10-27T16:26:02,1000,0,TELEVINTI4,0009843127,,1000
010926519,2024-10-27T19:28:27,150,0,TELEVINTI4,0009362134,,150
010926764,2024-10-27T08:55:52,250,0,TELEVINTI4,0009873728,,250
010926787,2024-10-27T13:45:46,300,0,TELEVINTI4,0009813733,,300
010926866,2024-10-27T20:42:53,300,6,ATM,0000003303,Sao Vicente,294
010926889,2024-10-27T11:36:29,1000,20,ATM,0000120203,Sal,980
010926968,2024-10-27T18:52:38,50,0,TELEVINTI4,0009513640,,50
010927035,2024-10-27T01:09:41,500,0,TELEVINTI4,0009833092,,500
010927284,2024-10-27T09:33:32,100,0,TELEVINTI4,0005962642,,100
010927327,2024-10-27T16:31:53,1000,20,ATM,0000000306,Sal,980
010927332,2024-10-27T18:48:10,250,5,ATM,0000000802,Ribeira Grande,245
010927423,2024-10-27T12:10:49,500,0,TELEVINTI4,0009923728,,500
010927425,2024-10-27T09:26:01,250,0,TELEVINTI4,0005893787,,250
010927431,2024-10-27T18:24:00,300,6,ATM,0000000407,Praia,294
010927497,2024-10-27T02:30:03,200,4,ATM,0000000906,Sao Vicente,196
010927965,2024-10-27T18:52:44,500,0,TELEVINTI4,0005910167,,500
010927986,2024-10-27T18:52:43,1000,0,TELEVINTI4,0009922597,,1000
010927989,2024-10-27T16:09:11,610,12,ATM,0000000604,Santa Catarina,598
010928338,2024-10-27T10:39:00,250,0,TELEVINTI4,0009918604,,250
010928402,2024-10-27T14:42:17,4000,0,TELEVINTI4,0009840018,,4000
010928549,2024-10-27T14:48:17,1000,20,ATM,0000000305,Sao Vicente,980
010928676,2024-10-27T18:12:03,300,0,TELEVINTI4,0009872477,,300
010928794,2024-10-27T10:18:30,500,10,ATM,0000003106,Maio,490
010928813,2024-10-27T13:23:37,300,6,ATM,0000001406,Praia,294
010928897,2024-10-27T08:27:15,1000,20,ATM,0000000704,Porto Novo,980
010928908,2024-10-27T09:08:40,250,5,ATM,0000000305,Sal,245
010928942,2024-10-27T20:20:53,250,0,TELEVINTI4,0009719311,,250
010928954,2024-10-27T11:20:00,500,10,ATM,0000000305,Sal,490
010929162,2024-10-27T10:32:56,1000,20,ATM,0000001804,Tarrafal,980
010929280,2024-10-27T11:47:32,500,0,TELEVINTI4,0009815146,,500
010929556,2024-10-27T17:01:57,500,0,TELEVINTI4,0009589375,,500
010929793,2024-10-27T10:55:20,150,0,TELEVINTI4,0009522292,,150
010930265,2024-10-27T14:31:39,500,0,TELEVINTI4,0005948837,,500
010930304,2024-10-27T00:41:03,500,0,TELEVINTI4,0009575676,,500
010930558,2024-10-27T16:46:16,130,3,ATM,0000002201,Praia,127
010931040,2024-10-27T17:42:03,250,0,TELEVINTI4,0005964679,,250
010931077,2024-10-27T17:56:55,250,5,ATM,0000000401,Sao Filipe,245
010931340,2024-10-27T17:41:46,300,6,ATM,0000000501,Sal,294
010931668,2024-10-27T18:58:27,200,0,TELEVINTI4,0009993463,,200
010931781,2024-10-27T17:36:18,150,0,TELEVINTI4,0009950883,,150
010931926,2024-10-27T20:21:32,200,0,TELEVINTI4,0005860082,,200
010932110,2024-10-27T12:04:45,100,2,ATM,0000000203,Sao Vicente,98
010932276,2024-10-27T21:11:36,250,0,TELEVINTI4,0009884573,,250
010932481,2024-10-27T06:22:41,500,10,ATM,0000001305,Praia,490
010932569,2024-10-27T19:35:15,500,0,TELEVINTI4,0005815518,,500
010932626,2024-10-27T20:08:07,150,0,TELEVINTI4,0005979705,,150
010932691,2024-10-27T20:43:18,1000,0,TELEVINTI4,0009934067,,1000
010932912,2024-10-27T16:57:15,150,0,TELEVINTI4,0005896062,,150
010933028,2024-10-27T18:12:19,500,10,ATM,0000120002,Sal,490
010933029,2024-10-27T11:37:15,500,10,ATM,0000100107,Praia,490
010933073,2024-10-27T13:15:27,500,10,ATM,0000001006,Praia,490
010933080,2024-10-27T15:10:55,100,0,TELEVINTI4,0005886305,,100
010933082,2024-10-27T17:42:22,300,6,ATM,0000003801,Praia,294
010933091,2024-10-27T09:21:19,500,10,ATM,0000001006,Praia,490
010933151,2024-10-27T09:21:41,500,0,TELEVINTI4,0009853954,,500
010933176,2024-10-27T16:18:11,200,4,ATM,0000002901,Maio,196
010933333,2024-10-27T18:34:27,460,0,TELEVINTI4,0009812253,,460
010933416,2024-10-27T18:48:15,500,10,ATM,0000559411,Praia,490
010933558,2024-10-27T13:05:56,250,0,TELEVINTI4,0009887887,,250
010933560,2024-10-27T13:27:42,500,10,ATM,0000001001,Praia,490
010933585,2024-10-27T13:12:53,250,0,TELEVINTI4,0005896062,,250
010933674,2024-10-27T12:00:17,500,0,TELEVINTI4,0009917016,,500
010933695,2024-10-27T08:56:50,300,6,ATM,0000000310,Sal,294
010933766,2024-10-27T17:20:14,73,0,TELEVINTI4,0009776850,,73
010933993,2024-10-27T10:55:35,300,6,ATM,0000000310,Sal,294
010934026,2024-10-27T09:46:46,150,0,TELEVINTI4,0005964628,,150
010934049,2024-10-27T07:11:01,500,0,TELEVINTI4,0009577473,,500
010934070,2024-10-27T20:43:37,300,6,ATM,0000003703,Sao Vicente,294
010934242,2024-10-27T08:56:48,300,0,TELEVINTI4,0009917454,,300
010934273,2024-10-27T17:56:59,700,14,ATM,0000001814,Praia,686
010934283,2024-10-27T20:08:12,500,0,TELEVINTI4,0009803630,,500
010934483,2024-10-27T10:42:33,150,3,ATM,0000000901,Sao Vicente,147
010934570,2024-10-27T10:02:11,1000,0,TELEVINTI4,0009762590,,1000
010934595,2024-10-27T13:56:31,500,0,TELEVINTI4,0009824143,,500
010934655,2024-10-27T20:43:44,500,0,TELEVINTI4,0009796164,,500
010935060,2024-10-27T16:57:21,100,0,TELEVINTI4,0005899801,,100
010935164,2024-10-27T10:15:36,50,0,TELEVINTI4,0005971152,,50
010935217,2024-10-27T12:05:16,50,0,TELEVINTI4,0009577705,,50
010935582,2024-10-27T11:48:47,60,0,TELEVINTI4,0009751623,,60
010935599,2024-10-27T17:20:33,250,0,TELEVINTI4,0009869580,,250
010935720,2024-10-27T10:16:07,150,3,ATM,0000003407,Praia,147
010935733,2024-10-27T20:57:34,60,1,ATM,0000000305,Sal,59
010935812,2024-10-27T19:01:37,1000,0,TELEVINTI4,0009738317,,1000
010935862,2024-10-27T15:27:53,250,0,TELEVINTI4,0009568594,,250
010935896,2024-10-27T22:29:07,500,0,TELEVINTI4,0009971981,,500
010935908,2024-10-27T11:00:49,500,10,ATM,0000002901,Maio,490
010935973,2024-10-27T12:19:18,200,4,ATM,0000003902,Mosteiros,196
010935977,2024-10-27T17:36:37,150,3,ATM,0000000107,Sao Vicente,147
010935984,2024-10-27T13:41:38,150,0,TELEVINTI4,0009544038,,150
010935996,2024-10-27T10:16:08,150,3,ATM,0000001103,Sao Filipe,147
010936661,2024-10-27T18:39:24,650,0,TELEVINTI4,0005938172,,650
010936709,2024-10-27T13:29:40,500,0,TELEVINTI4,0009912033,,500
010936939,2024-10-27T20:08:37,150,0,TELEVINTI4,0005911256,,150
010937182,2024-10-27T17:21:16,500,0,TELEVINTI4,0009976049,,500
010937210,2024-10-27T10:42:34,600,0,TELEVINTI4,0009925054,,600
010937237,2024-10-27T13:15:35,500,0,TELEVINTI4,0009848826,,500
010937340,2024-10-27T14:06:00,200,0,TELEVINTI4,0009865373,,200
010937348,2024-10-27T11:20:08,500,0,TELEVINTI4,0005999626,,500
010937390,2024-10-27T21:12:17,150,0,TELEVINTI4,0009511023,,150
010937394,2024-10-27T11:38:38,150,0,TELEVINTI4,0009774506,,150
010937505,2024-10-27T15:10:57,1000,20,ATM,0000000308,Sal,980
010937560,2024-10-27T13:29:05,150,0,TELEVINTI4,0009531433,,150
010937692,2024-10-27T21:11:58,150,0,TELEVINTI4,0009978338,,150
010937755,2024-10-27T15:02:41,100,0,TELEVINTI4,0009774486,,100
010938128,2024-10-27T13:58:52,1000,0,TELEVINTI4,0009825232,,1000
010938297,2024-10-27T12:52:09,200,4,ATM,0000000904,Sao Vicente,196
010938489,2024-10-27T14:42:42,300,0,TELEVINTI4,0009917352,,300
010938541,2024-10-27T08:58:04,400,0,TELEVINTI4,0009822339,,400
010938594,2024-10-27T16:43:32,200,4,ATM,0000000803,Praia,196
010938601,2024-10-27T11:39:02,500,10,ATM,0000003206,Sao Miguel,490
010939210,2024-10-27T16:10:22,500,10,ATM,0000000503,Boa Vista,490
010939304,2024-10-27T18:34:38,300,6,ATM,0000000601,Sal,294
010939378,2024-10-27T20:08:51,1000,0,TELEVINTI4,0005844431,,1000
010939621,2024-10-27T18:53:23,500,0,TELEVINTI4,0009912957,,500
010939742,2024-10-27T18:08:00,250,5,ATM,0000000904,Sao Vicente,245
010939894,2024-10-27T09:26:24,150,0,TELEVINTI4,0005925439,,150
010939900,2024-10-27T11:20:09,500,0,TELEVINTI4,0005890109,,500
010939964,2024-10-27T16:20:45,1000,0,TELEVINTI4,0009599302,,1000
010940075,2024-10-27T16:32:38,1000,0,TELEVINTI4,0009946125,,1000
010940130,2024-10-27T09:48:57,200,4,ATM,0000000504,Sal,196
010940181,2024-10-27T13:15:41,250,0,TELEVINTI4,0009767204,,250
010940289,2024-10-27T14:22:26,50,0,TELEVINTI4,0005824982,,50
010940384,2024-10-27T15:28:24,1000,0,TELEVINTI4,0005998361,,1000
010940495,2024-10-27T12:25:40,1000,20,ATM,0000000306,Sal,980
010940553,2024-10-27T06:25:38,500,0,TELEVINTI4,0009727414,,500
010940562,2024-10-27T00:14:08,250,5,ATM,0000000601,Sal,245
010940668,2024-10-27T11:32:11,500,0,TELEVINTI4,0009725819,,500
010940781,2024-10-27T13:16:10,150,0,TELEVINTI4,0009712407,,150
010940846,2024-10-27T21:45:34,50,0,TELEVINTI4,0009361368,,50
010940962,2024-10-27T14:31:49,251,0,TELEVINTI4,0005931725,,251
010940997,2024-10-27T12:53:59,150,0,TELEVINTI4,0009275713,,150
010941025,2024-10-27T15:28:38,300,0,TELEVINTI4,0009817376,,300
010941107,2024-10-27T08:41:09,450,9,ATM,0000000115,Praia,441
010941184,2024-10-27T17:09:18,150,0,TELEVINTI4,0009941993,,150
010941217,2024-10-27T12:25:13,110,0,TELEVINTI4,0005979641,,110
010941285,2024-10-27T17:21:33,160,0,TELEVINTI4,0005836927,,160
010941300,2024-10-27T18:36:52,200,0,TELEVINTI4,0009993989,,200
010941321,2024-10-27T07:52:09,50,0,TELEVINTI4,0009727414,,50
010941329,2024-10-27T10:25:23,1000,0,TELEVINTI4,0009867465,,1000
010941336,2024-10-27T13:34:41,1000,20,ATM,0000003303,Sao Vicente,980
010941445,2024-10-27T12:25:34,200,4,ATM,0000001405,Praia,196
010941455,2024-10-27T08:28:03,700,0,TELEVINTI4,0009982691,,700
010941462,2024-10-27T13:01:07,200,0,TELEVINTI4,0009919569,,200
010941465,2024-10-27T11:39:25,250,0,TELEVINTI4,0009732735,,250
010941479,2024-10-27T22:12:21,300,0,TELEVINTI4,0009521428,,300
010941480,2024-10-27T10:44:10,150,0,TELEVINTI4,0009979264,,150
010941587,2024-10-27T17:10:27,2000,0,TELEVINTI4,0009924424,,2000
010941743,2024-10-27T14:54:43,150,0,TELEVINTI4,0005998547,,150
010941819,2024-10-27T13:59:11,300,0,TELEVINTI4,0009241669,,300
010941900,2024-10-27T18:37:05,200,0,TELEVINTI4,0009164278,,200
010941974,2024-10-27T14:48:48,300,6,ATM,0000000401,Sao Filipe,294
010942020,2024-10-27T10:55:47,110,0,TELEVINTI4,0005938297,,110
010942096,2024-10-27T21:32:10,100,0,TELEVINTI4,0009568594,,100
010942104,2024-10-27T07:53:30,500,0,TELEVINTI4,0005804969,,500
010942105,2024-10-27T14:49:16,250,5,ATM,0000003704,Sao Vicente,245
010942127,2024-10-27T14:10:05,110,2,ATM,0000000306,Sal,108
010942150,2024-10-27T08:28:14,500,10,ATM,0000000605,Santa Catarina,490
010942152,2024-10-27T14:29:17,300,0,TELEVINTI4,0009923643,,300
010942222,2024-10-27T20:10:22,200,4,ATM,0000003804,Sal,196
010942273,2024-10-27T20:44:10,300,0,TELEVINTI4,0009833309,,300
010942283,2024-10-27T20:44:05,500,10,ATM,0000000501,Sal,490
010942284,2024-10-27T20:43:57,150,0,TELEVINTI4,0005995252,,150
010942354,2024-10-27T19:36:15,500,0,TELEVINTI4,0009218145,,500
010942402,2024-10-27T08:41:35,150,0,TELEVINTI4,0009998795,,150
010942416,2024-10-27T16:52:05,200,0,TELEVINTI4,0005854793,,200
010942473,2024-10-27T13:30:19,500,10,ATM,0000100111,Praia,490
010942504,2024-10-27T16:48:37,200,0,TELEVINTI4,0009129676,,200
010942539,2024-10-27T17:26:57,250,0,TELEVINTI4,0005952892,,250
010942648,2024-10-27T13:57:11,300,6,ATM,0000559407,Praia,294
010942804,2024-10-27T20:10:42,550,0,TELEVINTI4,0005920918,,550
010942828,2024-10-27T13:46:23,200,4,ATM,0000003504,Praia,196
010942871,2024-10-27T16:26:42,250,0,TELEVINTI4,0009886435,,250
010942983,2024-10-27T16:47:15,490,10,ATM,0000000506,Sal,480
010942991,2024-10-27T10:09:56,500,0,TELEVINTI4,0009976613,,500
010943065,2024-10-27T16:47:05,300,0,TELEVINTI4,0009934202,,300
010943117,2024-10-27T17:57:49,250,0,TELEVINTI4,0009578132,,250
010943121,2024-10-27T14:29:23,550,0,TELEVINTI4,0005938528,,550
010943243,2024-10-27T22:13:46,500,10,ATM,0000120004,Sal,490
010943341,2024-10-27T14:17:07,150,0,TELEVINTI4,0009774713,,150
010943359,2024-10-27T13:24:06,1000,0,TELEVINTI4,0009131020,,1000
010943432,2024-10-27T08:49:00,500,10,ATM,0000001405,Praia,490
010943618,2024-10-27T12:01:00,1000,0,TELEVINTI4,0009934350,,1000
010943650,2024-10-27T01:23:00,50,0,TELEVINTI4,0005854146,,50
010943696,2024-10-27T08:08:20,200,0,TELEVINTI4,0009229702,,200
010943804,2024-10-27T15:12:02,500,0,TELEVINTI4,0009944188,,500
010943911,2024-10-27T14:31:59,1000,20,ATM,0000000802,Ribeira Grande,980
010944280,2024-10-27T19:36:28,200,4,ATM,0000000802,Ribeira Grande,196
010944325,2024-10-27T12:26:26,150,0,TELEVINTI4,0009971875,,150
010944380,2024-10-27T18:48:35,1000,20,ATM,0000120004,Sal,980
010944399,2024-10-27T13:13:00,500,0,TELEVINTI4,0005976418,,500
010944511,2024-10-27T22:12:46,500,0,TELEVINTI4,0009859313,,500
010944521,2024-10-27T18:59:52,500,0,TELEVINTI4,0009542201,,500
010944647,2024-10-27T08:07:54,500,0,TELEVINTI4,0009361810,,500
010944717,2024-10-27T17:10:49,1000,20,ATM,0000000115,Praia,980
010944812,2024-10-27T12:05:41,91,0,TELEVINTI4,0009599271,,91
010945043,2024-10-27T12:01:41,300,6,ATM,0000003902,Mosteiros,294
010945066,2024-10-27T12:44:54,500,10,ATM,0000120002,Sal,490
010945164,2024-10-27T19:37:40,250,0,TELEVINTI4,0009988168,,250
010945167,2024-10-27T00:16:25,50,0,TELEVINTI4,0009938022,,50
010945291,2024-10-27T12:44:52,300,6,ATM,0000000207,Sao Vicente,294
010945333,2024-10-27T14:10:43,500,0,TELEVINTI4,0005873362,,500
010945356,2024-10-27T13:59:52,1000,0,TELEVINTI4,0009597566,,1000
010945383,2024-10-27T16:43:48,250,0,TELEVINTI4,0009726422,,250
010945398,2024-10-27T15:20:45,500,0,TELEVINTI4,0005886305,,500
010945514,2024-10-27T16:52:30,500,0,TELEVINTI4,0009582984,,500
010945541,2024-10-27T18:40:25,500,0,TELEVINTI4,0009922349,,500
010945607,2024-10-27T14:22:52,500,10,ATM,0000120004,Sal,490
010945648,2024-10-27T14:42:57,1000,0,TELEVINTI4,0009818300,,1000
010945658,2024-10-27T09:26:44,50,1,ATM,0000000401,Santa Catarina,49
010945695,2024-10-27T15:47:53,1000,0,TELEVINTI4,0005869111,,1000
010945720,2024-10-27T11:15:17,200,0,TELEVINTI4,0005948747,,200
010945772,2024-10-27T03:03:43,250,5,ATM,0000000107,Sao Vicente,245
