reference,date,amount,fee,terminal_type,terminal_id,location,net_amount
010945802,2024-10-27T18:16:20,100,2,ATM,0000000803,Praia,98
010945806,2024-10-27T18:24:48,250,0,TELEVINTI4,0005953134,,250
010945810,2024-10-27T17:10:41,1500,0,TELEVINTI4,0009915620,,1500
010945814,2024-10-27T18:40:51,200,0,TELEVINTI4,0009715866,,200
010945830,2024-10-27T17:11:07,500,10,ATM,0000005303,Santa Catarina,490
010945945,2024-10-27T19:37:06,500,0,TELEVINTI4,0009916604,,500
010945972,2024-10-27T06:35:15,250,0,TELEVINTI4,0005812680,,250
010946043,2024-10-27T14:22:49,300,0,TELEVINTI4,0009824738,,300
010946069,2024-10-27T14:11:09,500,0,TELEVINTI4,0009777028,,500
010946071,2024-10-27T16:04:08,250,0,TELEVINTI4,0009547172,,250
010946143,2024-10-27T11:21:10,250,5,ATM,0000001802,Maio,245
010946153,2024-10-27T14:42:45,500,0,TELEVINTI4,0005997577,,500
010946168,2024-10-27T00:15:53,500,10,ATM,0000120002,Sal,490
010946174,2024-10-27T16:34:25,200,4,ATM,0000130001,Santa Catarina,196
010946300,2024-10-27T09:00:42,150,0,TELEVINTI4,0009949648,,150
010946310,2024-10-27T18:49:07,600,0,TELEVINTI4,0009828927,,600
010946354,2024-10-27T12:20:13,1500,0,TELEVINTI4,0005943685,,1500
010946437,2024-10-27T17:11:16,250,0,TELEVINTI4,0005934448,,250
010946451,2024-10-27T21:35:34,250,0,TELEVINTI4,0005959195,,250
010946491,2024-10-27T15:21:48,1000,20,ATM,0000002701,Sao Filipe,980
010946519,2024-10-27T09:22:45,500,10,ATM,0000000803,Praia,490
010946547,2024-10-27T18:28:34,300,6,ATM,0000001802,Maio,294
010946611,2024-10-27T09:27:33,1000,20,ATM,0000002905,Boa Vista,980
010946676,2024-10-27T11:49:55,250,0,TELEVINTI4,0005937550,,250
010946752,2024-10-27T16:50:01,1000,20,ATM,0000001103,Sao Filipe,980
010946759,2024-10-27T18:54:07,150,3,ATM,0000000108,Praia,147
010946829,2024-10-27T14:11:29,250,0,TELEVINTI4,0005873362,,250
010946896,2024-10-27T13:01:18,500,0,TELEVINTI4,0009773077,,500
010946983,2024-10-27T10:45:43,350,0,TELEVINTI4,0009791959,,350
010946990,2024-10-27T13:16:16,300,6,ATM,0000011301,Sal,294
010946998,2024-10-27T10:39:38,1000,0,TELEVINTI4,0009842514,,1000
010947059,2024-10-27T10:45:33,250,0,TELEVINTI4,0009570364,,250
010947091,2024-10-27T13:17:09,150,3,ATM,0000000902,Praia,147
010947104,2024-10-27T16:18:24,150,0,TELEVINTI4,0005918801,,150
010947190,2024-10-27T15:22:19,150,0,TELEVINTI4,0009967508,,150
010947196,2024-10-27T14:39:33,700,0,TELEVINTI4,0009833087,,700
010947310,2024-10-27T07:18:51,500,10,ATM,0000001809,Ribeira Grande,490
010947361,2024-10-27T13:17:02,500,0,TELEVINTI4,0009772282,,500
010947364,2024-10-27T18:49:16,250,0,TELEVINTI4,0009567072,,250
010947424,2024-10-27T11:02:24,500,0,TELEVINTI4,0009777664,,500
010947488,2024-10-27T16:26:42,1000,0,TELEVINTI4,0009513640,,1000
010947532,2024-10-27T12:06:02,1000,0,TELEVINTI4,0005843816,,1000
010947549,2024-10-27T10:34:04,250,0,TELEVINTI4,0009962638,,250
010947582,2024-10-27T13:17:40,500,0,TELEVINTI4,0009531629,,500
010947586,2024-10-27T13:30:36,1000,20,ATM,0000003606,Sao Vicente,980
010947642,2024-10-27T13:30:42,500,10,ATM,0000003504,Praia,490
010947685,2024-10-27T15:56:37,100,0,TELEVINTI4,0009531629,,100
010947745,2024-10-27T14:11:33,500,0,TELEVINTI4,0005826146,,500
010947804,2024-10-27T15:43:04,250,0,TELEVINTI4,0005949868,,250
010947819,2024-10-27T13:06:11,150,3,ATM,0000002701,Sao Filipe,147
010947837,2024-10-27T11:40:48,50,0,TELEVINTI4,0009892331,,50
010947867,2024-10-27T11:50:20,200,4,ATM,0000003902,Mosteiros,196
010947889,2024-10-27T10:56:19,1000,20,ATM,0000100106,Praia,980
010947931,2024-10-27T13:06:50,500,10,ATM,0000000403,Santa Catarina,490
010947939,2024-10-27T15:57:48,1000,0,TELEVINTI4,0005947119,,1000
010947977,2024-10-27T17:11:20,50,0,TELEVINTI4,0005925439,,50
010947996,2024-10-27T00:45:57,250,0,TELEVINTI4,0009717943,,250
010948001,2024-10-27T12:06:23,100,2,ATM,0000000203,Sao Vicente,98
010948002,2024-10-27T10:16:45,150,0,TELEVINTI4,0005946789,,150
010948008,2024-10-27T16:10:50,500,0,TELEVINTI4,0009995335,,500
010948045,2024-10-27T14:51:21,1000,20,ATM,0000004705,Praia,980
010948264,2024-10-27T20:58:29,1000,0,TELEVINTI4,0005930571,,1000
010948283,2024-10-27T11:50:43,500,0,TELEVINTI4,0009815547,,500
010948334,2024-10-27T14:49:49,120,0,TELEVINTI4,0009828643,,120
010948351,2024-10-27T18:08:50,500,0,TELEVINTI4,0009937114,,500
010948354,2024-10-27T06:36:20,200,4,ATM,0000000203,Sao Vicente,196
010948370,2024-10-27T00:41:41,166,0,TELEVINTI4,0009878557,,166
010948380,2024-10-27T18:09:27,1150,23,ATM,0000007203,Praia,1127
010948428,2024-10-27T14:22:59,250,0,TELEVINTI4,0009886435,,250
010948429,2024-10-27T16:10:51,1000,0,TELEVINTI4,0005924348,,1000
010948443,2024-10-27T01:26:48,150,0,TELEVINTI4,0009824472,,150
010948526,2024-10-27T14:55:12,100,0,TELEVINTI4,0009500217,,100
010948567,2024-10-27T15:48:31,150,0,TELEVINTI4,0005948550,,150
010948591,2024-10-27T15:48:21,100,0,TELEVINTI4,0009750436,,100
010948642,2024-10-27T01:40:11,500,0,TELEVINTI4,0005999041,,500
010948644,2024-10-27T14:12:17,100,0,TELEVINTI4,0005980973,,100
010948716,2024-10-27T20:58:39,500,0,TELEVINTI4,0009824143,,500
010948820,2024-10-27T20:22:09,500,0,TELEVINTI4,0005860082,,500
010948880,2024-10-27T15:23:04,150,0,TELEVINTI4,0009967508,,150
010948895,2024-10-27T19:51:12,120,0,TELEVINTI4,0005822010,,120
010948899,2024-10-27T15:49:08,1000,0,TELEVINTI4,0009830097,,1000
010948916,2024-10-27T18:42:24,1500,0,TELEVINTI4,0009828471,,1500
010948943,2024-10-27T11:29:18,1050,0,TELEVINTI4,0009705601,,1050
010948948,2024-10-27T16:53:39,150,0,TELEVINTI4,0009828613,,150
010948999,2024-10-27T11:33:13,260,5,ATM,0000000307,Sal,255
010949078,2024-10-27T14:51:33,500,10,ATM,0000001406,Praia,490
010949111,2024-10-27T14:00:07,1000,20,ATM,0000000503,Tarrafal,980
010949153,2024-10-27T17:53:31,1000,20,ATM,0000011301,Sal,980
010949167,2024-10-27T18:02:52,1000,0,TELEVINTI4,0009931701,,1000
010949174,2024-10-27T22:29:35,270,0,TELEVINTI4,0009969982,,270
010949245,2024-10-27T03:40:02,500,0,TELEVINTI4,0005826315,,500
010949367,2024-10-27T00:48:00,300,0,TELEVINTI4,0009996364,,300
010949428,2024-10-27T10:21:05,250,0,TELEVINTI4,0009969982,,250
010949429,2024-10-27T19:37:51,500,0,TELEVINTI4,0005946202,,500
010949520,2024-10-27T18:37:45,150,0,TELEVINTI4,0009993989,,150
010949522,2024-10-27T19:38:47,1000,0,TELEVINTI4,0009886737,,1000
010949524,2024-10-27T11:16:30,1000,20,ATM,0000003002,Ribeira Brava,980
010949594,2024-10-27T15:03:28,500,0,TELEVINTI4,0009881323,,500
010949629,2024-10-27T06:36:51,200,4,ATM,0000003206,Sao Miguel,196
010949728,2024-10-27T12:20:35,100,0,TELEVINTI4,0009926968,,100
010949784,2024-10-27T15:43:30,500,10,ATM,0000000202,Praia,490
010949803,2024-10-27T13:57:19,1000,0,TELEVINTI4,0005950812,,1000
010949812,2024-10-27T12:39:19,500,0,TELEVINTI4,0009552275,,500
010949815,2024-10-27T20:23:23,260,0,TELEVINTI4,0009834903,,260
010949848,2024-10-27T07:55:33,300,6,ATM,0000000604,Sal,294
010949882,2024-10-27T14:55:44,150,3,ATM,0000002701,Sao Filipe,147
010949902,2024-10-27T18:10:09,150,0,TELEVINTI4,0009787346,,150
010949907,2024-10-27T20:23:21,500,10,ATM,0000120003,Sal,490
010949919,2024-10-27T12:26:41,500,0,TELEVINTI4,0009764431,,500
010949922,2024-10-27T16:05:55,250,0,TELEVINTI4,0009578792,,250
010949944,2024-10-27T11:29:33,250,0,TELEVINTI4,0009531046,,250
010949990,2024-10-27T18:25:02,610,12,ATM,0000000901,Sao Vicente,598
010950032,2024-10-27T14:17:24,250,0,TELEVINTI4,0009969163,,250
010950061,2024-10-27T15:13:11,500,0,TELEVINTI4,0005846162,,500
010950064,2024-10-27T03:40:16,500,10,ATM,0000000701,Sal,490
010950103,2024-10-27T16:45:05,200,0,TELEVINTI4,0009130830,,200
010950163,2024-10-27T19:15:37,500,0,TELEVINTI4,0005918084,,500
010950167,2024-10-27T17:58:01,1000,20,ATM,0000000904,Sao Vicente,980
010950183,2024-10-27T19:38:46,250,5,ATM,0000000904,Sao Vicente,245
010950196,2024-10-27T15:58:52,350,0,TELEVINTI4,0009571966,,350
010950211,2024-10-27T01:45:12,200,4,ATM,0000100105,Praia,196
010950231,2024-10-27T19:00:42,250,0,TELEVINTI4,0009565864,,250
010950260,2024-10-27T14:40:18,300,0,TELEVINTI4,0009924862,,300
010950300,2024-10-27T18:03:54,700,14,ATM,0000000115,Praia,686
010950359,2024-10-27T17:58:08,1000,20,ATM,0000000802,Ribeira Grande,980
010950430,2024-10-27T11:29:45,500,0,TELEVINTI4,0009948554,,500
010950438,2024-10-27T00:50:08,500,0,TELEVINTI4,0009855901,,500
010950441,2024-10-27T20:58:45,200,4,ATM,0000003801,Praia,196
010950489,2024-10-27T11:33:31,200,4,ATM,0000001405,Praia,196
010950497,2024-10-27T13:49:53,500,0,TELEVINTI4,0009887978,,500
010950506,2024-10-27T11:03:14,190,0,TELEVINTI4,0009973240,,190
010950585,2024-10-27T11:02:25,500,10,ATM,0000000902,Brava,490
010950598,2024-10-27T20:25:54,250,0,TELEVINTI4,0009750979,,250
010950613,2024-10-27T15:30:33,350,7,ATM,0000000306,Sao Vicente,343
010950635,2024-10-27T18:54:56,250,0,TELEVINTI4,0009966820,,250
010950655,2024-10-27T20:58:48,500,0,TELEVINTI4,0005924833,,500
010950697,2024-10-27T18:29:49,50,0,TELEVINTI4,0009922725,,50
010950747,2024-10-27T20:23:49,250,0,TELEVINTI4,0009834903,,250
010950756,2024-10-27T15:58:58,500,0,TELEVINTI4,0009561208,,500
010950800,2024-10-27T11:03:41,1000,20,ATM,0000120003,Sal,980
010950805,2024-10-27T11:02:27,110,0,TELEVINTI4,0009827939,,110
010950835,2024-10-27T15:31:41,500,10,ATM,0000000108,Praia,490
010950837,2024-10-27T16:18:52,500,0,TELEVINTI4,0009724868,,500
010950849,2024-10-27T12:49:27,500,10,ATM,0000000803,Praia,490
010950908,2024-10-27T16:28:30,1000,20,ATM,0000000901,Sao Vicente,980
010950959,2024-10-27T12:06:24,50,0,TELEVINTI4,0009127989,,50
010950974,2024-10-27T11:08:24,500,0,TELEVINTI4,0009912466,,500
010950975,2024-10-27T12:21:00,200,0,TELEVINTI4,0009846524,,200
010951140,2024-10-27T13:13:51,150,0,TELEVINTI4,0009161260,,150
010951165,2024-10-27T13:48:57,100,0,TELEVINTI4,0009737992,,100
010951237,2024-10-27T14:06:52,500,0,TELEVINTI4,0009235730,,500
010951352,2024-10-27T12:27:25,1110,0,TELEVINTI4,0009938473,,1110
010951356,2024-10-27T13:49:29,1000,0,TELEVINTI4,0005932211,,1000
010951358,2024-10-27T19:29:06,500,0,TELEVINTI4,0005986221,,500
010951398,2024-10-27T15:30:59,500,0,TELEVINTI4,0005967370,,500
010951409,2024-10-27T16:58:15,50,0,TELEVINTI4,0005816758,,50
010951431,2024-10-27T17:26:59,150,0,TELEVINTI4,0005932962,,150
010951432,2024-10-27T15:03:31,250,5,ATM,0000120004,Sal,245
010951460,2024-10-27T15:31:35,250,0,TELEVINTI4,0009763403,,250
010951468,2024-10-27T21:35:46,300,6,ATM,0000007203,Praia,294
010951473,2024-10-27T17:03:21,150,3,ATM,0000000115,Praia,147
010951544,2024-10-27T11:33:27,250,5,ATM,0000003201,Tarrafal de Sao,245
010951567,2024-10-27T16:50:05,1000,0,TELEVINTI4,0009959430,,1000
010951603,2024-10-27T15:03:53,200,0,TELEVINTI4,0009789401,,200
010951680,2024-10-27T10:25:42,90,0,TELEVINTI4,0009768794,,90
010951705,2024-10-27T16:14:32,150,0,TELEVINTI4,0009919261,,150
010951724,2024-10-27T14:40:36,1000,0,TELEVINTI4,0009813901,,1000
010951745,2024-10-27T12:49:48,500,10,ATM,0000001804,Tarrafal,490
010951858,2024-10-27T04:42:12,250,0,TELEVINTI4,0009535308,,250
010951965,2024-10-27T20:27:18,250,5,ATM,0000000306,Sal,245
010952035,2024-10-27T10:47:40,1000,0,TELEVINTI4,0009569684,,1000
010952118,2024-10-27T19:52:40,50,0,TELEVINTI4,0005822010,,50
010952135,2024-10-27T13:50:28,1000,0,TELEVINTI4,0009999098,,1000
010952137,2024-10-27T09:54:50,150,3,ATM,0000000803,Praia,147
010952139,2024-10-27T13:25:20,150,0,TELEVINTI4,0009533509,,150
010952187,2024-10-27T16:39:19,500,0,TELEVINTI4,0009317511,,500
010952190,2024-10-27T15:43:33,500,0,TELEVINTI4,0009702447,,500
010952194,2024-10-27T19:29:47,250,0,TELEVINTI4,0005843206,,250
010952215,2024-10-27T14:23:03,488,0,TELEVINTI4,0009589424,,488
010952271,2024-10-27T23:27:33,350,0,TELEVINTI4,0009733310,,350
010952306,2024-10-27T09:30:15,300,6,ATM,0000003001,Porto Novo,294
010952338,2024-10-27T14:30:50,300,6,ATM,0000003801,Praia,294
010952365,2024-10-27T18:55:19,500,10,ATM,0000003504,Praia,490
010952367,2024-10-27T11:23:26,250,0,TELEVINTI4,0005866210,,250
010952407,2024-10-27T11:09:00,1000,0,TELEVINTI4,0009785691,,1000
010952417,2024-10-27T21:48:10,500,0,TELEVINTI4,0005872054,,500
010952478,2024-10-27T12:27:37,300,6,ATM,0000001401,Boa Vista,294
010952529,2024-10-27T11:41:06,200,0,TELEVINTI4,0009894176,,200
010952542,2024-10-27T06:38:34,500,10,ATM,0000000305,Sal,490
010952552,2024-10-27T11:41:14,1000,0,TELEVINTI4,0009923643,,1000
010952568,2024-10-27T15:39:22,300,6,ATM,0000000803,Praia,294
010952579,2024-10-27T21:16:20,1000,20,ATM,0000004706,Praia,980
010952583,2024-10-27T19:01:49,160,0,TELEVINTI4,0005876119,,160
010952636,2024-10-27T11:41:08,500,10,ATM,0000120002,Sal,490
010952670,2024-10-27T11:22:40,300,6,ATM,0000001401,Boa Vista,294
010952689,2024-10-27T19:29:29,235,0,TELEVINTI4,0005885786,,235
010952695,2024-10-27T23:27:31,150,0,TELEVINTI4,0005973309,,150
010952708,2024-10-27T11:22:17,200,4,ATM,0000005303,Santa Catarina,196
010952756,2024-10-27T13:46:44,50,0,TELEVINTI4,0009882834,,50
010952839,2024-10-27T15:38:25,1000,20,ATM,0000000801,Santa Catarina,980
010952860,2024-10-27T15:38:08,100,0,TELEVINTI4,0009531629,,100
010952882,2024-10-27T17:54:28,100,0,TELEVINTI4,0009801255,,100
010952904,2024-10-27T13:25:40,200,4,ATM,0000120004,Sal,196
010952921,2024-10-27T16:40:47,490,10,ATM,0000120004,Sal,480
010952934,2024-10-27T14:12:49,300,0,TELEVINTI4,0009977792,,300
010952950,2024-10-27T20:28:16,200,0,TELEVINTI4,0009881859,,200
010952959,2024-10-27T18:55:16,50,1,ATM,0000000306,Sao Vicente,49
010952987,2024-10-27T13:25:43,60,0,TELEVINTI4,0009548020,,60
010953063,2024-10-27T19:29:16,250,0,TELEVINTI4,0009501607,,250
010953092,2024-10-27T19:39:56,200,4,ATM,0000000213,Sao Vicente,196
010953106,2024-10-27T10:48:12,70,0,TELEVINTI4,0005961490,,70
010953190,2024-10-27T10:11:03,100,0,TELEVINTI4,0009561283,,100
010953297,2024-10-27T16:37:35,150,0,TELEVINTI4,0005912132,,150
010953391,2024-10-27T05:05:56,50,1,ATM,0000001006,Praia,49
010953416,2024-10-27T18:16:50,500,0,TELEVINTI4,0005948550,,500
010953453,2024-10-27T09:39:36,150,0,TELEVINTI4,0009961396,,150
010953619,2024-10-27T08:30:06,500,0,TELEVINTI4,0005907876,,500
010953648,2024-10-27T16:54:14,300,0,TELEVINTI4,0009889926,,300
010953665,2024-10-27T15:32:21,250,0,TELEVINTI4,0009746356,,250
010953718,2024-10-27T10:49:32,205,0,TELEVINTI4,0009875800,,205
010953862,2024-10-27T20:59:02,50,0,TELEVINTI4,0005969983,,50
010953872,2024-10-27T08:49:42,1000,0,TELEVINTI4,0009518524,,1000
010953898,2024-10-27T20:29:55,250,0,TELEVINTI4,0009835369,,250
010953920,2024-10-27T21:00:14,500,0,TELEVINTI4,0009929985,,500
010953973,2024-10-27T17:11:57,500,10,ATM,0000000305,Sal,490
010953998,2024-10-27T11:16:54,500,10,ATM,0000000802,Praia,490
010954009,2024-10-27T18:13:42,500,0,TELEVINTI4,0009337800,,500
010954024,2024-10-27T12:27:50,1000,20,ATM,0000000115,Praia,980
010954025,2024-10-27T18:18:12,100,0,TELEVINTI4,0009764266,,100
010954078,2024-10-27T17:45:04,110,0,TELEVINTI4,0009786342,,110
010954099,2024-10-27T19:16:05,200,0,TELEVINTI4,0009774812,,200
010954179,2024-10-27T07:58:05,1000,0,TELEVINTI4,0009999911,,1000
010954189,2024-10-27T17:44:44,150,3,ATM,0000000107,Praia,147
010954202,2024-10-27T14:23:53,300,6,ATM,0000120002,Sal,294
010954239,2024-10-27T18:38:03,500,0,TELEVINTI4,0009785912,,500
010954273,2024-10-27T10:48:53,1000,0,TELEVINTI4,0009872028,,1000
010954358,2024-10-27T09:13:36,500,0,TELEVINTI4,0009990380,,500
010954604,2024-10-27T18:11:15,250,0,TELEVINTI4,0005945451,,250
010954605,2024-10-27T04:55:55,1000,20,ATM,0000003201,Tarrafal de Sao,980
010954652,2024-10-27T20:11:17,100,0,TELEVINTI4,0005974634,,100
010954681,2024-10-27T13:14:04,500,10,ATM,0000001809,Ribeira Grande,490
010954692,2024-10-27T23:28:32,50,0,TELEVINTI4,0009962649,,50
010954712,2024-10-27T19:58:05,700,0,TELEVINTI4,0009976116,,700
010954731,2024-10-27T15:40:40,1000,20,ATM,0000100402,Praia,980
010954737,2024-10-27T14:13:18,250,0,TELEVINTI4,0009779277,,250
010954777,2024-10-27T11:04:04,150,0,TELEVINTI4,0009940395,,150
010954815,2024-10-27T14:30:51,700,14,ATM,0000000301,Praia,686
010954846,2024-10-27T09:13:29,1000,0,TELEVINTI4,0005805051,,1000
010954860,2024-10-27T19:29:52,1000,20,ATM,0000150101,Sao Filipe,980
010954862,2024-10-27T10:17:23,1000,20,ATM,0000003106,Maio,980
010954863,2024-10-27T12:28:03,250,0,TELEVINTI4,0009778772,,250
010954864,2024-10-27T15:51:09,150,0,TELEVINTI4,0009806513,,150
010954889,2024-10-27T14:34:37,500,0,TELEVINTI4,0009739689,,500
010954890,2024-10-27T08:31:10,150,0,TELEVINTI4,0009984794,,150
010954903,2024-10-27T14:33:23,250,0,TELEVINTI4,0009809526,,250
010954912,2024-10-27T18:30:46,70,0,TELEVINTI4,0009922725,,70
010954919,2024-10-27T08:42:19,200,4,ATM,0000004706,Praia,196
010954985,2024-10-27T16:29:07,1000,20,ATM,0000000901,Sao Vicente,980
010954989,2024-10-27T16:41:19,1000,20,ATM,0000003001,Porto Novo,980
010955014,2024-10-27T12:29:01,250,0,TELEVINTI4,0009886664,,250
010955034,2024-10-27T19:40:01,200,4,ATM,0000559420,Praia,196
010955076,2024-10-27T18:30:48,500,0,TELEVINTI4,0009599197,,500
010955120,2024-10-27T18:38:08,1000,0,TELEVINTI4,0009922731,,1000
010955136,2024-10-27T16:21:44,700,14,ATM,0000000305,Sal,686
010955141,2024-10-27T12:28:01,300,6,ATM,0000003201,Tarrafal de Sao,294
010955164,2024-10-27T14:57:04,500,10,ATM,0000000202,Praia,490
010955251,2024-10-27T14:33:08,350,7,ATM,0000003303,Sao Vicente,343
010955288,2024-10-27T14:02:41,1000,0,TELEVINTI4,0009738877,,1000
010955317,2024-10-27T16:41:27,200,0,TELEVINTI4,0009821847,,200
010955351,2024-10-27T17:27:21,300,6,ATM,0000559409,Praia,294
010955364,2024-10-27T16:51:23,150,3,ATM,0000002701,Sao Filipe,147
010955365,2024-10-27T10:35:48,1000,0,TELEVINTI4,0009873122,,1000
010955388,2024-10-27T12:45:34,150,0,TELEVINTI4,0009792425,,150
010955397,2024-10-27T18:30:10,250,0,TELEVINTI4,0005948550,,250
010955402,2024-10-27T17:11:58,200,4,ATM,0000002905,Boa Vista,196
010955466,2024-10-27T19:40:24,200,0,TELEVINTI4,0009889743,,200
010955490,2024-10-27T18:38:12,1000,0,TELEVINTI4,0009997536,,1000
010955515,2024-10-27T19:02:28,500,0,TELEVINTI4,0009995335,,500
010955530,2024-10-27T20:11:59,250,5,ATM,0000000904,Sao Vicente,245
010955561,2024-10-27T18:13:46,500,10,ATM,0000000305,Sal,490
010955571,2024-10-27T17:05:08,500,0,TELEVINTI4,0005830075,,500
010955597,2024-10-27T16:59:15,150,0,TELEVINTI4,0009715866,,150
010955618,2024-10-27T19:03:47,150,0,TELEVINTI4,0009594879,,150
010955623,2024-10-27T11:09:08,250,0,TELEVINTI4,0009591475,,250
010955647,2024-10-27T17:39:39,1000,0,TELEVINTI4,0009976552,,1000
010955662,2024-10-27T13:35:12,200,0,TELEVINTI4,0009924812,,200
010955669,2024-10-27T13:17:56,500,10,ATM,0000001006,Praia,490
010955675,2024-10-27T18:30:25,1000,0,TELEVINTI4,0009779009,,1000
010955686,2024-10-27T16:19:29,250,0,TELEVINTI4,0009987589,,250
010955700,2024-10-27T13:07:53,1000,20,ATM,0000004003,Tarrafal de Sao,980
010955773,2024-10-27T21:36:57,200,0,TELEVINTI4,0005815193,,200
010955785,2024-10-27T19:03:11,150,0,TELEVINTI4,0009566277,,150
010955803,2024-10-27T20:31:08,100,0,TELEVINTI4,0009931852,,100
010955862,2024-10-27T19:53:15,250,0,TELEVINTI4,0009918604,,250
010955888,2024-10-27T09:02:11,1000,0,TELEVINTI4,0009872931,,1000
010955905,2024-10-27T21:17:13,100,0,TELEVINTI4,0005860082,,100
010955931,2024-10-27T12:29:39,300,6,ATM,0000003201,Tarrafal de Sao,294
010955949,2024-10-27T15:23:57,1000,20,ATM,0000002701,Sao Filipe,980
010955959,2024-10-27T14:17:43,1000,20,ATM,0000000210,Sao Vicente,980
010955960,2024-10-27T08:11:04,150,0,TELEVINTI4,0009773828,,150
010955991,2024-10-27T01:52:29,260,0,TELEVINTI4,0009511669,,260
010956000,2024-10-27T23:36:01,500,10,ATM,0000002101,Sal,490
010956004,2024-10-27T13:18:59,250,0,TELEVINTI4,0005985787,,250
010956022,2024-10-27T13:26:42,1000,20,ATM,0000002602,Paul,980
010956048,2024-10-27T13:18:57,150,0,TELEVINTI4,0009712407,,150
010956056,2024-10-27T10:04:55,500,0,TELEVINTI4,0009514489,,500
010956057,2024-10-27T18:14:16,150,3,ATM,0000000108,Praia,147
010956093,2024-10-27T14:13:45,600,0,TELEVINTI4,0009275330,,600
010956095,2024-10-27T21:17:40,500,0,TELEVINTI4,0009973240,,500
010956098,2024-10-27T08:34:50,50,0,TELEVINTI4,0009503315,,50
010956109,2024-10-27T18:44:46,500,0,TELEVINTI4,0009712549,,500
010956134,2024-10-27T18:04:13,250,0,TELEVINTI4,0009946463,,250
010956136,2024-10-27T21:37:21,500,0,TELEVINTI4,0009576043,,500
010956170,2024-10-27T18:31:11,500,0,TELEVINTI4,0009521456,,500
010956197,2024-10-27T14:53:25,110,0,TELEVINTI4,0009944210,,110
010956207,2024-10-27T17:40:20,500,0,TELEVINTI4,0009773828,,500
010956266,2024-10-27T14:52:42,150,0,TELEVINTI4,0005998454,,150
010956281,2024-10-27T13:01:33,50,0,TELEVINTI4,0009889875,,50
010956317,2024-10-27T13:47:49,250,0,TELEVINTI4,0005951528,,250
010956322,2024-10-27T09:02:07,500,10,ATM,0000011301,Sal,490
010956338,2024-10-27T15:32:48,200,0,TELEVINTI4,0009560295,,200
010956383,2024-10-27T18:43:58,1000,20,ATM,0000001401,Boa Vista,980
010956402,2024-10-27T11:52:28,250,5,ATM,0000001406,Praia,245
010956411,2024-10-27T18:44:11,300,0,TELEVINTI4,0009948090,,300
010956450,2024-10-27T14:52:16,250,0,TELEVINTI4,0005985787,,250
010956470,2024-10-27T15:33:49,500,0,TELEVINTI4,0009970492,,500
010956525,2024-10-27T15:44:09,150,0,TELEVINTI4,0009986449,,150
010956552,2024-10-27T10:04:51,150,0,TELEVINTI4,0009930361,,150
010956569,2024-10-27T10:22:32,1000,20,ATM,0000002301,Praia,980
010956572,2024-10-27T00:27:19,250,0,TELEVINTI4,0005858176,,250
010956574,2024-10-27T01:47:49,250,0,TELEVINTI4,0009804275,,250
010956583,2024-10-27T15:33:09,500,0,TELEVINTI4,0009970492,,500
010956646,2024-10-27T17:06:08,250,0,TELEVINTI4,0005918084,,250
010956654,2024-10-27T10:04:58,1000,0,TELEVINTI4,0009520647,,1000
010956675,2024-10-27T15:13:50,50,0,TELEVINTI4,0009799178,,50
010956708,2024-10-27T15:14:49,500,0,TELEVINTI4,0009279722,,500
010956754,2024-10-27T13:01:37,300,0,TELEVINTI4,0009987365,,300
010956756,2024-10-27T19:58:18,200,4,ATM,0000000307,Sal,196
010956790,2024-10-27T22:14:55,500,10,ATM,0000001006,Praia,490
010956810,2024-10-27T09:55:36,110,2,ATM,0000100106,Praia,108
010956834,2024-10-27T14:52:12,250,0,TELEVINTI4,0005945635,,250
010956836,2024-10-27T08:32:55,110,0,TELEVINTI4,0009503315,,110
010956854,2024-10-27T15:33:04,500,0,TELEVINTI4,0009536798,,500
010956880,2024-10-27T15:14:33,230,0,TELEVINTI4,0009859245,,230
010956888,2024-10-27T22:30:31,150,3,ATM,0000120002,Sal,147
010956890,2024-10-27T18:43:20,250,0,TELEVINTI4,0005841026,,250
010956904,2024-10-27T17:12:06,500,10,ATM,0000000301,Praia,490
010956922,2024-10-27T12:45:43,1000,0,TELEVINTI4,0009880590,,1000
010956967,2024-10-27T09:24:06,500,0,TELEVINTI4,0009572232,,500
010957025,2024-10-27T10:50:36,1000,0,TELEVINTI4,0009525559,,1000
010957035,2024-10-27T17:39:51,250,0,TELEVINTI4,0005814416,,250
010957039,2024-10-27T15:14:38,500,10,ATM,0000001303,Praia,490
010957070,2024-10-27T16:01:04,200,0,TELEVINTI4,0005950495,,200
010957076,2024-10-27T12:21:33,500,0,TELEVINTI4,0009520891,,500
010957078,2024-10-27T11:41:34,300,6,ATM,0000001807,Praia,294
010957106,2024-10-27T19:42:17,500,10,ATM,0000100402,Praia,490
010957146,2024-10-27T14:53:08,350,0,TELEVINTI4,0009919583,,350
010957147,2024-10-27T20:45:03,1000,20,ATM,0000000501,Sal,980
010957174,2024-10-27T19:41:24,300,6,ATM,0000000306,Sal,294
010957180,2024-10-27T10:05:54,1000,0,TELEVINTI4,0009520647,,1000
010957185,2024-10-27T16:06:34,100,0,TELEVINTI4,0009587352,,100
010957189,2024-10-27T11:24:10,500,10,ATM,0000000101,Praia,490
010957261,2024-10-27T16:01:21,500,10,ATM,0000100401,Praia,490
010957281,2024-10-27T18:44:33,250,0,TELEVINTI4,0009885090,,250
010957296,2024-10-27T18:49:41,1000,0,TELEVINTI4,0009771134,,1000
010957300,2024-10-27T13:26:51,150,0,TELEVINTI4,0005827900,,150
